feature_id	feature_family	feature_name	n_genes_defined	n_genes_present	genes_present	view	cohort
Hallmark::HALLMARK_COMPLEMENT	Hallmark	HALLMARK_COMPLEMENT	200	177	ADAM9;AKAP10;ANG;ANXA5;APOBEC3F;APOBEC3G;APOC1;ATOX1;BRPF3;C1QA;C1QC;C1R;C1S;C2;C3;C4BPB;CA2;CALM1;CALM3;CASP1;CASP10;CASP3;CASP4;CASP5;CASP7;CASP9;CBLB;CCL5;CD36;CD46;CD55;CD59;CDA;CDH13;CDK5R1;CEBPB;CFB;CFH;CLU;COL4A2;CP;CPM;CPQ;CR1;CSRP1;CTSB;CTSC;CTSD;CTSH;CTSL;CTSO;CTSS;CTSV;CXCL1;DGKG;DGKH;DOCK10;DOCK4;DOCK9;DPP4;DUSP5;DUSP6;DYRK2;EHD1;ERAP2;F10;F3;F5;F8;FCER1G;FCN1;FDX1;FN1;FYN;GATA3;GCA;GMFB;GNAI2;GNAI3;GNB2;GNB4;GNG2;GP1BA;GPD2;GRB2;GZMA;GZMB;HSPA1A;HSPA5;IRF1;IRF2;IRF7;ITGAM;JAK2;KCNIP2;KCNIP3;KIF2A;KLK1;KYNU;L3MBTL4;LAMP2;LAP3;LCK;LCP2;LGALS3;LGMN;LIPA;LRP1;LTA4H;LTF;LYN;MAFF;ME1;MMP12;MMP14;MMP15;MSRB1;NOTCH4;PCLO;PCSK9;PDGFB;PDP1;PFN1;PHEX;PIK3CA;PIK3CG;PIK3R5;PIM1;PLA2G4A;PLA2G7;PLAT;PLAUR;PLEK;PLSCR1;PPP2CB;PPP4C;PRCP;PRDM4;PREP;PRKCD;PRSS3;PRSS36;PSEN1;PSMB9;RABIF;RAF1;RASGRP1;RBSN;RCE1;RHOG;RNF4;S100A12;S100A13;S100A9;SERPINA1;SERPINB2;SERPINE1;SERPING1;SH2B3;SIRT6;SPOCK2;SRC;STX4;TFPI2;TIMP1;TIMP2;TMPRSS6;TNFAIP3;USP14;USP15;USP16;USP8;VCPIP1;WAS;XPNPEP1;ZEB1;ZFPM2	LS	discovery
Hallmark::HALLMARK_DNA_REPAIR	Hallmark	HALLMARK_DNA_REPAIR	150	149	AAAS;ADA;ADCY6;ADRM1;AGO4;AK1;AK3;ALYREF;APRT;ARL6IP1;BCAM;BCAP31;BOLA2;BRF2;CANT1;CCNO;CDA;CETN2;CLP1;CMPK2;COX17;CSTF3;DAD1;DCTN4;DDB1;DDB2;DGCR8;DGUOK;DUT;EDF1;EIF1B;ELL;ELOA;ERCC1;ERCC2;ERCC3;ERCC4;ERCC5;ERCC8;FEN1;GMPR2;GPX4;GSDME;GTF2A2;GTF2B;GTF2F1;GTF2H1;GTF2H3;GTF2H5;GTF3C5;GUK1;HCLS1;HPRT1;IMPDH2;ITPA;LIG1;MPC2;MPG;MRPL40;NCBP2;NELFB;NELFCD;NELFE;NFX1;NME1;NME3;NME4;NPR2;NT5C;NT5C3A;NUDT21;NUDT9;PCNA;PDE4B;PNP;POLA1;POLA2;POLB;POLD1;POLD3;POLD4;POLE4;POLH;POLL;POLR1C;POLR1D;POLR1H;POLR2A;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR3C;POLR3GL;POM121;PRIM1;RAD51;RAD52;RAE1;RALA;RBX1;REV3L;RFC2;RFC3;RFC4;RFC5;RNMT;RPA2;RPA3;RRM2B;SAC3D1;SDCBP;SEC61A1;SF3A3;SMAD5;SNAPC4;SNAPC5;SRSF6;SSRP1;STX3;SUPT4H1;SUPT5H;SURF1;TAF10;TAF12;TAF13;TAF1C;TAF6;TAF9;TARBP2;TK2;TMED2;TP53;TSG101;TYMS;UMPS;UPF3B;USP11;VPS28;VPS37B;VPS37D;XPC;ZNF707;ZWINT	LS	discovery
Hallmark::HALLMARK_E2F_TARGETS	Hallmark	HALLMARK_E2F_TARGETS	200	200	AK2;ANP32E;ASF1A;ASF1B;ATAD2;AURKA;AURKB;BARD1;BIRC5;BRCA1;BRCA2;BRMS1L;BUB1B;CBX5;CCNB2;CCNE1;CCP110;CDC20;CDC25A;CDC25B;CDCA3;CDCA8;CDK1;CDK4;CDKN1A;CDKN1B;CDKN2A;CDKN2C;CDKN3;CENPE;CENPM;CHEK1;CHEK2;CIT;CKS1B;CKS2;CNOT9;CSE1L;CTCF;CTPS1;DCK;DCLRE1B;DCTPP1;DDX39A;DEK;DEPDC1;DIAPH3;DLGAP5;DNMT1;DONSON;DSCC1;DUT;E2F8;EED;EIF2S1;ESPL1;EXOSC8;EZH2;GINS1;GINS3;GINS4;GSPT1;H2AX;H2AZ1;HELLS;HMGA1;HMGB2;HMGB3;HMMR;HNRNPD;HUS1;ILF3;ING3;IPO7;JPT1;KIF18B;KIF22;KIF2C;KIF4A;KPNA2;LBR;LIG1;LMNB1;LUC7L3;LYAR;MAD2L1;MCM2;MCM3;MCM4;MCM5;MCM6;MCM7;MELK;MKI67;MLH1;MMS22L;MRE11;MSH2;MTHFD2;MXD3;MYBL2;MYC;NAA38;NAP1L1;NASP;NBN;NCAPD2;NME1;NOLC1;NOP56;NUDT21;NUP107;NUP153;NUP205;ORC2;ORC6;PA2G4;PAICS;PAN2;PCNA;PDS5B;PHF5A;PLK1;PLK4;PMS2;PNN;POLA2;POLD1;POLD2;POLD3;POLE;POLE4;POP7;PPM1D;PPP1R8;PRDX4;PRIM2;PRKDC;PRPS1;PSIP1;PSMC3IP;PTTG1;RACGAP1;RAD1;RAD21;RAD50;RAD51AP1;RAD51C;RAN;RANBP1;RBBP7;RFC1;RFC2;RFC3;RNASEH2A;RPA1;RPA2;RPA3;RRM2;SHMT1;SLBP;SMC1A;SMC3;SMC4;SMC6;SNRPB;SPAG5;SPC24;SPC25;SRSF1;SRSF2;SSRP1;STAG1;STMN1;SUV39H1;SYNCRIP;TACC3;TBRG4;TCF19;TFRC;TIMELESS;TIPIN;TK1;TMPO;TOP2A;TP53;TRA2B;TRIP13;TUBB;TUBG1;UBE2S;UBE2T;UBR7;UNG;USP1;WDR90;WEE1;XPO1;XRCC6;ZW10	LS	discovery
Hallmark::HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	200	193	ABI3BP;ACTA2;ADAM12;ANPEP;APLP1;AREG;BASP1;BDNF;BGN;BMP1;CADM1;CALD1;CALU;CAP2;CAPG;CCN1;CCN2;CD44;CD59;CDH11;CDH2;CDH6;COL11A1;COL12A1;COL16A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A2;COL6A3;COL7A1;COL8A2;COLGALT1;COMP;COPA;CRLF1;CTHRC1;CXCL1;CXCL12;CXCL6;CXCL8;DAB2;DCN;DPYSL3;DST;ECM1;ECM2;EDIL3;EFEMP2;ELN;EMP3;ENO2;FAP;FAS;FBLN1;FBLN2;FBLN5;FBN1;FBN2;FERMT2;FGF2;FLNA;FMOD;FN1;FSTL1;FSTL3;FUCA1;FZD8;GADD45A;GADD45B;GAS1;GEM;GJA1;GLIPR1;GPC1;GPX7;GREM1;HTRA1;ID2;IGFBP2;IGFBP3;IGFBP4;IL15;IL32;INHBA;ITGA2;ITGA5;ITGAV;ITGB1;ITGB3;ITGB5;JUN;LAMA1;LAMA2;LAMA3;LAMC1;LAMC2;LGALS1;LOX;LOXL1;LOXL2;LRP1;LRRC15;LUM;MAGEE1;MATN2;MATN3;MCM7;MEST;MFAP5;MGP;MMP1;MMP14;MMP2;MMP3;MSX1;MXRA5;MYL9;MYLK;NID2;NNMT;NOTCH2;NT5E;NTM;P3H1;PCOLCE;PCOLCE2;PDGFRB;PDLIM4;PFN2;PLAUR;PLOD1;PLOD2;PLOD3;PMEPA1;PMP22;POSTN;PPIB;PRRX1;PTHLH;PTX3;PVR;QSOX1;RHOB;SAT1;SDC1;SDC4;SERPINE1;SERPINE2;SERPINH1;SFRP1;SFRP4;SGCB;SGCD;SGCG;SLC6A8;SLIT2;SLIT3;SNAI2;SNTB1;SPARC;SPOCK1;SPP1;TAGLN;TFPI2;TGFB1;TGFBI;TGFBR3;TGM2;THBS1;THBS2;THY1;TIMP1;TIMP3;TNC;TNFAIP3;TNFRSF11B;TNFRSF12A;TPM1;TPM2;TPM4;VCAM1;VCAN;VEGFA;VEGFC;VIM;WIPF1;WNT5A	LS	discovery
Hallmark::HALLMARK_ESTROGEN_RESPONSE_EARLY	Hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	200	194	ABAT;ABCA3;ABHD2;ABLIM1;ADCY1;ADCY9;ADD3;AFF1;AKAP1;ALDH3B1;AMFR;ANXA9;AQP3;AR;AREG;ARL3;ASB13;B4GALT1;BAG1;BCL11B;BCL2;BHLHE40;BLVRB;CA12;CALB2;CANT1;CBFA2T3;CCN5;CCND1;CD44;CELSR1;CELSR2;CHPT1;CISH;CLDN7;CLIC3;CXCL12;CYP26B1;DEPTOR;DHCR7;DHRS2;DHRS3;DLC1;DYNLT3;EEIG1;EGR3;ELF1;ELF3;ELOVL5;ENDOD1;ESRP2;FARP1;FASN;FCMR;FDFT1;FHL2;FKBP4;FKBP5;FLNB;FOS;FOXC1;FRK;GAB2;GFRA1;GJA1;GLA;GREB1;HES1;HR;HSPB8;IGF1R;IGFBP4;IL17RB;IL6ST;INHBB;INPP5F;ISG20L2;ITPK1;JAK2;KAZN;KCNK15;KCNK5;KDM4B;KLF10;KLF4;KLK10;KRT15;KRT18;KRT19;KRT8;LAD1;LRIG1;MAPT;MAST4;MED13L;MED24;MINDY1;MLPH;MPPED2;MREG;MSMB;MUC1;MYB;MYBBP1A;MYBL1;MYC;MYOF;NADSYN1;NAV2;NBL1;NCOR2;NHERF1;NPY1R;NRIP1;NXT1;OLFM1;OLFML3;OPN3;OVOL2;P2RY2;PAPSS2;PDLIM3;PDZK1;PEX11A;PGR;PLAAT3;PMAIP1;PODXL;PPIF;PRSS23;PTGES;RAB17;RAB31;RAPGEFL1;RARA;RASGRP1;RBBP8;REEP1;RET;RETREG1;RHOBTB3;RHOD;RPS6KA2;RRP12;SCARB1;SCNN1A;SEC14L2;SEMA3B;SFN;SH3BP5;SIAH2;SLC16A1;SLC19A2;SLC1A1;SLC1A4;SLC22A5;SLC24A3;SLC26A2;SLC27A2;SLC2A1;SLC37A1;SLC39A6;SLC7A2;SLC7A5;SNX24;STC2;SULT2B1;SVIL;SYBU;SYNGR1;SYT12;TBC1D30;TFAP2C;TFF3;TGIF2;TGM2;THSD4;TIAM1;TIPARP;TJP3;TMEM164;TMPRSS3;TOB1;TPBG;TPD52L1;TSKU;TTC39A;TUBB2B;UGCG;UNC119;WFS1;WWC1;XBP1;ZNF185	LS	discovery
Hallmark::HALLMARK_ESTROGEN_RESPONSE_LATE	Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	200	190	ABCA3;ABHD2;ACOX2;ADD3;AFF1;AGR2;ALDH3A2;ALDH3B1;AMFR;ANXA9;AREG;ARL3;ASS1;ATP2B4;BAG1;BATF;BCL2;BLVRB;BTG3;CA12;CA2;CACNA2D2;CAV1;CCN5;CCNA1;CCND1;CD44;CD9;CDC20;CDC6;CDH1;CELSR2;CHPT1;CISH;CKB;CLIC3;COX6C;CPE;CXCL12;CXCL14;CYP26B1;CYP4F11;DCXR;DHCR7;DHRS2;DLG5;DNAJC1;DUSP2;DYNLT3;EEIG1;EGR3;ELOVL5;EMP2;ETFB;FABP5;FARP1;FDFT1;FGFR3;FKBP4;FKBP5;FLNB;FOS;FOXC1;FRK;GAL;GALE;GFUS;GINS2;GJB3;GLA;GPER1;HMGCS2;HOMER2;HPRT1;HR;HSPA4L;HSPB8;ID2;IDH2;IGFBP4;IGSF1;IL17RB;IL6ST;IMPA2;ISG20;ITPK1;JAK1;JAK2;KCNK5;KIF20A;KLF4;KLK10;KLK11;KRT19;LAMC2;LARGE1;LLGL2;LSR;LTF;MAPK13;MAPT;MDK;MEST;METTL3;MOCS2;MYB;MYOF;NAB2;NBL1;NCOR2;NHERF1;NMU;NPY1R;NRIP1;NXT1;OLFM1;OPN3;OVOL2;PAPSS2;PCP4;PDCD4;PDLIM3;PDZK1;PERP;PGR;PKP3;PLAAT3;PLK4;PLXNB1;PPIF;PRKAR2B;PRLR;PRSS23;PTGER3;PTGES;PTPN6;RAB31;RABEP1;RAPGEFL1;RBBP8;RET;RNASEH2A;RPS6KA2;S100A9;SCARB1;SCNN1A;SCUBE2;SEMA3B;SERPINA1;SERPINA3;SERPINA5;SFN;SGK1;SIAH2;SLC16A1;SLC1A4;SLC22A5;SLC24A3;SLC26A2;SLC27A2;SLC29A1;SLC2A8;SLC7A5;SNX10;SORD;ST14;ST6GALNAC2;STIL;SULT2B1;TFAP2C;TFF3;TFPI2;TIAM1;TJP3;TMPRSS3;TNNC1;TOB1;TOP2A;TPBG;TPD52L1;TPSAB1;TRIM29;TSPAN13;TST;UGDH;UNC13B;WFS1;XBP1;XRCC3;ZFP36	LS	discovery
Hallmark::HALLMARK_FATTY_ACID_METABOLISM	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	158	149	AADAT;ACAA1;ACAA2;ACADL;ACADM;ACADS;ACADVL;ACAT2;ACO2;ACOT2;ACOT8;ACOX1;ACSL1;ACSL4;ACSL5;ACSM3;ACSS1;ADH7;ADIPOR2;ADSL;ALAD;ALDH1A1;ALDH3A1;ALDH3A2;ALDH9A1;ALDOA;AOC3;APEX1;AQP7;AUH;BCKDHB;BLVRA;BMPR1B;BPHL;CA2;CA4;CA6;CBR1;CBR3;CD36;CEL;CIDEA;CPOX;CPT1A;CPT2;CRAT;CRYZ;CYP1A1;D2HGDH;DECR1;DHCR24;DLD;DLST;ECH1;ECHS1;ECI1;ECI2;EHHADH;ELOVL5;ENO2;ENO3;EPHX1;ERP29;ETFDH;FASN;FH;FMO1;G0S2;GABARAPL1;GAPDHS;GCDH;GLUL;GPD1;GPD2;GRHPR;GSTZ1;H2AZ1;HADH;HADHB;HAO2;HCCS;HIBCH;HMGCL;HMGCS1;HMGCS2;HPGD;HSD17B10;HSD17B11;HSD17B4;HSD17B7;HSDL2;HSP90AA1;HSPH1;IDH1;IDH3B;IDH3G;IDI1;IL4I1;INMT;KMT5A;LDHA;LGALS1;LTC4S;MAOA;MCEE;MDH1;MDH2;ME1;METAP1;MGLL;MIF;MIX23;MLYCD;NBN;NCAPH2;NSDHL;NTHL1;ODC1;OSTC;PCBD1;PDHA1;PDHB;PPARA;PRDX6;PSME1;PTPRG;PTS;RAP1GDS1;RDH11;RDH16;REEP6;RETSAT;S100A10;SDHA;SDHC;SDHD;SERINC1;SLC22A5;SMS;SUCLA2;SUCLG1;SUCLG2;TP53INP2;UBE2L6;UGDH;UROD;UROS;VNN1;YWHAH	LS	discovery
Hallmark::HALLMARK_G2M_CHECKPOINT	Hallmark	HALLMARK_G2M_CHECKPOINT	200	199	ABL1;AMD1;ARID4A;ATF5;ATRX;AURKA;AURKB;BARD1;BCL3;BIRC5;BRCA2;BUB1;BUB3;CASP8AP2;CBX1;CCNA2;CCNB2;CCND1;CCNF;CCNT1;CDC20;CDC25A;CDC25B;CDC27;CDC45;CDC6;CDC7;CDK1;CDK4;CDKN1B;CDKN2C;CDKN3;CENPA;CENPE;CENPF;CHAF1A;CHEK1;CHMP1A;CKS1B;CKS2;CTCF;CUL1;CUL3;CUL4A;CUL5;DBF4;DDX39A;DKC1;DMD;DR1;DTYMK;E2F1;E2F2;E2F3;E2F4;EFNA5;EGF;ESPL1;EWSR1;EXO1;EZH2;FANCC;FBXO5;FOXN3;G3BP1;GINS2;GSPT1;H2AX;H2AZ1;H2AZ2;H2BC12;HIF1A;HIRA;HMGA1;HMGB3;HMGN2;HMMR;HNRNPD;HNRNPU;HOXC10;HSPA8;HUS1;ILF3;INCENP;JPT1;KATNA1;KIF11;KIF15;KIF20B;KIF22;KIF23;KIF2C;KIF4A;KIF5B;KMT5A;KNL1;KPNA2;KPNB1;LBR;LIG3;LMNB1;MAD2L1;MAP3K20;MAPK14;MARCKS;MCM2;MCM3;MCM5;MCM6;MEIS1;MEIS2;MKI67;MNAT1;MT2A;MTF2;MYBL2;MYC;NASP;NCL;NDC80;NEK2;NOLC1;NOTCH2;NSD2;NUMA1;NUP50;NUP98;NUSAP1;ODC1;ODF2;ORC5;ORC6;PAFAH1B1;PBK;PDS5B;PLK1;PLK4;PML;POLA2;POLE;POLQ;PRC1;PRIM2;PRMT5;PRP4K;PTTG1;PURA;RACGAP1;RAD21;RAD23B;RAD54L;RASAL2;RBL1;RBM14;RPA2;RPS6KA5;SAP30;SFPQ;SLC12A2;SLC38A1;SLC7A1;SLC7A5;SMAD3;SMARCC1;SMC1A;SMC2;SMC4;SNRPD1;SQLE;SRSF1;SRSF10;SRSF2;SS18;STAG1;STIL;STMN1;SUV39H1;SYNCRIP;TACC3;TENT4A;TFDP1;TGFB1;TLE3;TMPO;TNPO2;TOP1;TOP2A;TPX2;TRA2B;TRAIP;TROAP;TTK;UBE2C;UBE2S;UCK2;UPF1;WRN;XPO1;YTHDC1	LS	discovery
Hallmark::HALLMARK_GLYCOLYSIS	Hallmark	HALLMARK_GLYCOLYSIS	200	185	ABCB6;ADORA2B;AGL;AGRN;AK3;AK4;AKR1A1;ALDH7A1;ALDH9A1;ALDOA;ALG1;ANG;ANGPTL4;ANKZF1;ARPP19;AURKA;B3GALT6;B3GAT1;B3GAT3;B3GNT3;B4GALT1;B4GALT2;B4GALT4;B4GALT7;BIK;BPNT1;CACNA1H;CAPN5;CASP6;CD44;CDK1;CENPA;CHPF;CHPF2;CHST1;CHST12;CHST2;CHST6;CITED2;CLDN3;CLN6;COG2;COL5A1;COPB2;CTH;CXCR4;CYB5A;DCN;DDIT4;DEPDC1;DLD;DPYSL4;DSC2;ECD;EFNA3;EGFR;EGLN3;ELF3;ENO1;ENO2;ERO1A;EXT1;EXT2;FAM162A;FKBP4;FUT8;G6PD;GALE;GALK1;GALK2;GAPDHS;GCLC;GFPT1;GFUS;GLCE;GLRX;GMPPA;GMPPB;GNE;GNPDA1;GOT1;GOT2;GPC1;GPC3;GPC4;GPR87;GUSB;GYS1;GYS2;HAX1;HDLBP;HK2;HMMR;HOMER1;HS2ST1;HSPA5;IDH1;IDUA;IGFBP3;IL13RA1;IRS2;ISG20;KDELR3;KIF20A;KIF2A;LDHA;LDHC;LHPP;MDH1;MDH2;ME1;ME2;MED24;MERTK;MET;MIF;MPI;MXI1;NANP;NASP;NDUFV3;NOL3;NSDHL;NT5E;P4HA1;P4HA2;PAM;PAXIP1;PC;PDK3;PFKFB1;PFKP;PGAM1;PGK1;PGLS;PGM2;PHKA2;PKM;PKP2;PLOD1;PLOD2;PMM2;POLR3K;PPFIA4;PPIA;PPP2CB;PRPS1;PSMC4;PYGB;PYGL;QSOX1;RARS1;RBCK1;RPE;RRAGD;SAP30;SDC1;SDC2;SDC3;SDHC;SLC16A3;SLC25A10;SLC25A13;SLC35A3;SLC37A4;SOD1;SOX9;SRD5A3;STC1;STC2;STMN1;TALDO1;TFF3;TGFA;TGFBI;TPBG;TPI1;TPST1;TXN;UGP2;VCAN;VEGFA;VLDLR;XYLT2;ZNF292	LS	discovery
Hallmark::HALLMARK_HEDGEHOG_SIGNALING	Hallmark	HALLMARK_HEDGEHOG_SIGNALING	36	30	ADGRG1;AMOT;CDK5R1;CDK6;CELSR1;CNTFR;CRMP1;DPYSL2;ETS2;GLI1;HEY1;HEY2;L1CAM;LDB1;MYH9;NF1;NRCAM;NRP1;NRP2;OPHN1;PML;PTCH1;RASA1;RTN1;THY1;TLE1;TLE3;UNC5C;VEGFA;VLDLR	LS	discovery
Hallmark::HALLMARK_HEME_METABOLISM	Hallmark	HALLMARK_HEME_METABOLISM	200	175	ABCB6;ABCG2;ACKR1;ACP5;ADD1;ADD2;ADIPOR1;AGPAT4;ALAD;ALDH1L1;ALDH6A1;ANK1;AQP3;ARHGEF12;ARL2BP;ASNS;ATG4A;ATP6V0A1;BACH1;BCAM;BLVRA;BLVRB;BMP2K;BNIP3L;BPGM;BSG;BTG2;BTRC;C3;CA2;CAST;CAT;CCDC28A;CCND3;CDC27;CDR2;CIR1;CLCN3;CLIC2;CPOX;CROCCP2;CTNS;CTSB;DAAM1;DCAF10;DCAF11;DCUN1D1;DMTN;E2F2;EIF2AK1;ELL2;ENDOD1;EPB41;EPOR;ERMAP;EZH1;FBXO34;FBXO7;FBXO9;FECH;FN3K;FOXJ2;FOXO3;GAPVD1;GCLC;GCLM;GDE1;GLRX5;GMPS;GYPC;H1-0;HAGH;HBB;HDGF;HEBP1;HMBS;HTATIP2;HTRA2;IGSF3;ISCA1;KAT2B;KDM7A;KHNYN;KLF3;LAMP2;LMO2;LPIN2;LRP10;MAP2K3;MARCHF2;MARCHF8;MARK3;MBOAT2;MFHAS1;MGST3;MINPP1;MKRN1;MOCOS;MOSPD1;MPP1;MXI1;NARF;NCOA4;NEK7;NFE2;NFE2L1;NNT;NR3C1;NUDT4;OPTN;OSBP2;P4HA2;PC;PDZK1IP1;PGLS;PICALM;PIGQ;PPOX;PPP2R5B;PRDX2;PSMD9;RAD23A;RANBP10;RAP1GAP;RBM38;RBM5;RCL1;RHCE;RHD;RIOK3;RNF123;RNF19A;SDCBP;SEC14L1;SELENBP1;SIDT2;SLC10A3;SLC11A2;SLC22A4;SLC25A37;SLC25A38;SLC2A1;SLC30A1;SLC30A10;SLC66A2;SLC6A8;SLC6A9;SLC7A11;SMOX;SNCA;SPTB;SYNJ1;TAL1;TCEA1;TENT5C;TFDP2;TFRC;TMCC2;TMEM9B;TNRC6B;TNS1;TOP1;TRAK2;TRIM58;TSPAN5;TYR;UBAC1;UCP2;UROD;UROS;USP15;VEZF1;XK;XPO7;YPEL5	LS	discovery
Hallmark::HALLMARK_HYPOXIA	Hallmark	HALLMARK_HYPOXIA	200	186	ACKR3;ADM;ADORA2B;AK4;AKAP12;ALDOA;ALDOC;AMPD3;ANGPTL4;ANKZF1;ANXA2;ATF3;ATP7A;B3GALT6;B4GALNT2;BCAN;BCL2;BGN;BHLHE40;BNIP3L;BTG1;CA12;CASP6;CAV1;CAVIN1;CAVIN3;CCN1;CCN2;CCN5;CCNG2;CDKN1A;CDKN1B;CDKN1C;CHST2;CHST3;CITED2;COL5A1;CP;CSRP2;CXCR4;DCN;DDIT3;DDIT4;DPYSL4;DTNA;DUSP1;EDN2;EFNA1;EFNA3;EGFR;ENO1;ENO2;ENO3;ERO1A;ERRFI1;ETS1;EXT1;F3;FAM162A;FBP1;FOS;FOSL2;FOXO3;GAA;GALK1;GAPDH;GAPDHS;GBE1;GCNT2;GLRX;GPC1;GPC3;GPC4;GPI;GRHPR;GYS1;HAS1;HDLBP;HEXA;HK1;HK2;HMOX1;HS3ST1;HSPA5;IDS;IGFBP3;ILVBL;IRS2;ISG20;JMJD6;JUN;KDELR3;KDM3A;KLF6;KLF7;KLHL24;LARGE1;LDHA;LDHC;LOX;LXN;MAFF;MAP3K1;MIF;MT1E;MT2A;MXI1;MYH9;NAGK;NDRG1;NDST1;NDST2;NEDD4L;NFIL3;NOCT;NR3C1;P4HA1;P4HA2;PAM;PCK1;PDGFB;PDK1;PDK3;PFKFB3;PFKL;PFKP;PGF;PGK1;PGM1;PGM2;PHKG1;PIM1;PKLR;PKP1;PLAUR;PLIN2;PNRC1;PPARGC1A;PPFIA4;PPP1R15A;PPP1R3C;PRDX5;PRKCA;PYGM;RBPJ;RORA;RRAGD;S100A4;SAP30;SCARB1;SDC2;SDC3;SDC4;SELENBP1;SERPINE1;SIAH2;SLC25A1;SLC2A1;SLC2A3;SLC2A5;SLC37A4;SLC6A6;SRPX;STBD1;STC1;STC2;SULT2B1;TES;TGFB3;TGFBI;TGM2;TIPARP;TMEM45A;TNFAIP3;TPBG;TPD52;TPI1;TPST2;UGP2;VEGFA;VHL;VLDLR;WSB1;XPNPEP1;ZFP36;ZNF292	LS	discovery
Hallmark::HALLMARK_IL2_STAT5_SIGNALING	Hallmark	HALLMARK_IL2_STAT5_SIGNALING	199	187	ABCB1;ADAM19;AHCY;AHNAK;AHR;ALCAM;AMACR;ANXA4;APLP1;ARL4A;BATF;BATF3;BCL2;BCL2L1;BHLHE40;BMP2;BMPR2;CA2;CAPG;CAPN3;CASP3;CCND2;CCND3;CCNE1;CCR4;CD44;CD48;CD79B;CD81;CD83;CD86;CDC42SE2;CDC6;CDCP1;CDKN1C;CISH;CKAP4;COCH;COL6A1;CSF1;CST7;CTLA4;CTSZ;CXCL10;CYFIP1;DCPS;DENND5A;DHRS3;ECM1;EEF1AKMT1;EMP1;ENO3;ENPP1;ETFBKMT;ETV4;F2RL2;FAH;FGL2;FLT3LG;FURIN;GABARAPL1;GADD45B;GALM;GBP4;GLIPR2;GPR65;GPX4;GSTO1;GUCY1B1;HIPK2;HK2;HOPX;HUWE1;HYCC2;ICOS;IFITM3;IFNGR1;IGF1R;IGF2R;IKZF2;IKZF4;IL10RA;IL18R1;IL1R2;IL1RL1;IL2RA;IL2RB;IL3RA;IL4R;IRF4;IRF6;IRF8;ITGA6;ITGAE;ITGAV;ITIH5;KLF6;LCLAT1;LIF;LRIG1;LRRC8C;MAFF;MAP3K8;MAP6;MAPKAPK2;MUC1;MXD1;MYC;MYO1C;MYO1E;NCOA3;NCS1;NDRG1;NFIL3;NFKBIZ;NOP2;NRP1;NT5E;ODC1;P2RX4;P4HA1;PDCD2L;PHLDA1;PHTF2;PIM1;PLAGL1;PLEC;PLIN2;PLPP1;PLSCR1;PNP;POU2F1;PRAF2;PRKCH;PRNP;PTCH1;PTGER2;PTH1R;PTRH2;PUS1;RABGAP1L;RGS16;RHOB;RHOH;RNH1;RORA;RRAGD;S100A1;SCN9A;SELL;SELP;SERPINB6;SH3BGRL2;SHE;SLC1A5;SLC29A2;SLC2A3;SLC39A8;SMPDL3A;SNX14;SNX9;SOCS1;SOCS2;SPP1;SPRED2;SPRY4;ST3GAL4;SWAP70;SYNGR2;SYT11;TGM2;TIAM1;TLR7;TNFRSF18;TNFRSF1B;TNFRSF21;TNFRSF4;TNFRSF8;TNFRSF9;TNFSF10;TRAF1;TTC39B;TWSG1;UCK2;UMPS;WLS;XBP1	LS	discovery
Hallmark::HALLMARK_IL6_JAK_STAT3_SIGNALING	Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	87	75	A2M;ACVR1B;ACVRL1;BAK1;CBL;CCR1;CD14;CD36;CD38;CD44;CD9;CNTFR;CSF1;CSF2RA;CSF2RB;CSF3R;CXCL1;CXCL10;CXCL11;CXCL13;CXCL9;FAS;GRB2;HAX1;HMOX1;IFNAR1;IFNGR1;IFNGR2;IL10RB;IL12RB1;IL13RA1;IL15RA;IL17RA;IL17RB;IL18R1;IL1B;IL1R1;IL1R2;IL2RA;IL2RG;IL3RA;IL4R;IL6ST;IL7;IL9R;IRF1;IRF9;ITGA4;ITGB3;JUN;LEPR;LTBR;MAP3K8;MYD88;OSMR;PDGFC;PIK3R5;PIM1;PLA2G2A;PTPN1;PTPN11;PTPN2;SOCS1;SOCS3;STAM2;STAT1;STAT2;STAT3;TGFB1;TLR2;TNFRSF12A;TNFRSF1A;TNFRSF1B;TNFRSF21;TYK2	LS	discovery
